congress_number,icpsr_id,state_code,congress_district,state_name,party_code,occupancy,last_means_of_office,name,x_dimension,alt_dimension,log_likelihood,num_votes,num_classification_factors,geometric_mean_probability
90,8021,62,1,COLORAD,100,0,1,ROGERS  B.,-0.28,0.171,-81.54729,358,31,0.796
90,10572,62,2,COLORAD,200,0,1,BROTZMAN,0.157,-0.254,-97.13373,364,48,0.766
90,10723,62,3,COLORAD,100,0,1,EVANS,-0.331,0.121,-107.07112,347,46,0.735
90,275,62,4,COLORAD,100,0,1,ASPINALL,-0.315,0.454,-77.72893,324,27,0.787
90,2295,1,1,CONNECT,100,0,1,DADDARIO,-0.361,-0.223,-42.59452,334,16,0.88
90,10627,1,2,CONNECT,100,0,1,ST. ONGE,-0.417,-0.044,-42.51108,292,15,0.865
90,3553,1,3,CONNECT,100,0,1,GIAIMO,-0.318,0.093,-74.70976,321,35,0.792
90,4824,1,4,CONNECT,100,0,1,IRWIN,-0.313,-0.29,-68.45727,352,30,0.823
90,6586,1,5,CONNECT,100,0,1,MONAGAN,-0.228,-0.018,-82.5253,356,36,0.793
90,11033,1,6,CONNECT,200,0,1,MESKILL,0.159,-0.281,-117.6197,369,53,0.727
90,11044,11,1,DELAWAR,200,0,1,ROTH,0.272,-0.39,-112.52151,367,50,0.736
90,8507,43,1,FLORIDA,100,0,1,SIKES,-0.128,0.926,-95.86229,350,44,0.76
90,10587,43,2,FLORIDA,100,0,1,FUQUA,-0.173,0.715,-110.93072,359,55,0.734
90,633,43,3,FLORIDA,100,0,1,BENNETT,-0.088,0.421,-243.77681,390,107,0.535
90,4354,43,4,FLORIDA,100,0,1,HERLONG,-0.007,0.74,-57.70597,211,27,0.761
90,10593,43,5,FLORIDA,200,0,1,GURNEY,0.306,0.183,-52.27898,281,22,0.83
90,10588,43,6,FLORIDA,100,0,1,GIBBONS,-0.233,0.17,-86.33059,353,32,0.783
90,3929,43,7,FLORIDA,100,0,1,HALEY,0.098,0.694,-121.2446,375,57,0.724
90,2143,43,8,FLORIDA,200,0,1,CRAMER,0.218,0.159,-84.1022,333,37,0.777
90,8032,43,9,FLORIDA,100,0,1,ROGERS  P.,-0.085,0.407,-165.5421,376,92,0.644
90,11007,43,10,FLORIDA,200,0,1,BURKE  J.H.,0.241,0.071,-105.72598,358,47,0.744
90,7333,43,11,FLORIDA,100,0,1,PEPPER,-0.422,0.357,-42.5619,316,13,0.874
90,3078,43,12,FLORIDA,100,0,1,FASCELL,-0.4,0.229,-66.64166,358,27,0.83
90,10522,44,1,GEORGIA,100,0,1,HAGAN,-0.077,0.997,-87.64432,331,34,0.767
90,10759,44,2,GEORGIA,100,0,1,O'NEAL,0.023,1,-92.92956,353,38,0.769
90,11005,44,3,GEORGIA,100,0,1,BRINKLEY,-0.073,0.701,-127.13904,376,63,0.713
90,11002,44,4,GEORGIA,200,0,1,BLACKBURN,0.386,0.214,-88.45532,316,33,0.756
90,11053,44,5,GEORGIA,200,0,1,THOMPSON,0.189,0.373,-148.95022,361,69,0.662
90,3242,44,6,GEORGIA,100,0,1,FLYNT,0,1,-77.95841,310,41,0.778
90,10512,44,7,GEORGIA,100,0,1,DAVIS  J.,-0.195,0.92,-99.47732,359,34,0.758
90,11052,44,8,GEORGIA,100,0,1,STUCKEY,-0.114,0.751,-116.82101,328,56,0.7
90,5436,44,9,GEORGIA,100,0,1,LANDRUM,-0.134,0.991,-66.84441,243,32,0.76
90,10563,44,10,GEORGIA,100,0,1,STEPHENS,-0.194,0.944,-81.73634,294,32,0.757
90,10757,82,98,HAWAII,100,0,1,MINK,-0.513,-0.067,-55.17819,366,24,0.86
90,10605,82,98,HAWAII,100,0,1,MATSUNAGA,-0.379,-0.032,-51.26522,361,14,0.868
90,11029,63,1,IDAHO,200,0,1,MCCLURE,0.492,0.043,-143.54673,352,70,0.665
90,10734,63,2,IDAHO,200,0,1,HANSEN  G.,0.621,0.339,-100.24038,257,49,0.677
90,2433,21,1,ILLINOI,100,0,1,DAWSON,-0.527,0.101,-35.22445,273,9,0.879
90,7041,21,2,ILLINOI,100,0,1,O'HARA  B.,-0.511,-0.142,-47.80586,331,20,0.866
90,6816,21,3,ILLINOI,100,0,1,MURPHY  W.,-0.42,0.182,-48.20959,365,18,0.876
90,2525,21,4,ILLINOI,200,0,1,DERWINSKI,0.342,-0.361,-167.85915,338,75,0.609
90,5326,21,5,ILLINOI,100,0,1,KLUCZYNSKI,-0.382,0.237,-51.58316,307,13,0.845
90,10765,21,6,ILLINOI,100,0,1,RONAN,-0.505,0.05,-32.47594,332,10,0.907
90,10703,21,7,ILLINOI,100,0,1,ANNUNZIO,-0.398,0.351,-64.86098,354,24,0.833
90,8080,21,8,ILLINOI,100,0,1,ROSTENKOWSK,-0.39,0.246,-37.93141,318,8,0.888
90,10421,21,9,ILLINOI,100,0,1,YATES,-0.494,-0.494,-105.88563,370,48,0.751
90,1941,21,10,ILLINOI,200,0,1,COLLIER,0.378,-0.213,-130.53174,364,67,0.699
90,7642,21,11,ILLINOI,100,0,1,PUCINSKI,-0.281,0.083,-98.26359,323,39,0.738
90,10606,21,12,ILLINOI,200,0,1,MCCLORY,0.256,-0.426,-111.81303,352,51,0.728
90,10622,21,13,ILLINOI,200,0,1,RUMSFELD,0.369,-0.779,-134.3512,371,68,0.696
90,10722,21,14,ILLINOI,200,0,1,ERLENBORN,0.315,-0.438,-108.69235,350,56,0.733
90,10617,21,15,ILLINOI,200,0,1,REID  C.,0.361,-0.11,-96.04771,382,37,0.778
90,10501,21,16,ILLINOI,200,0,1,ANDERSON  J,0.183,-0.554,-111.82852,356,51,0.73
90,226,21,17,ILLINOI,200,0,1,ARENDS,0.301,-0.187,-104.62289,356,46,0.745
90,6455,21,18,ILLINOI,200,0,1,MICHEL,0.372,-0.157,-136.98549,328,63,0.659
90,11041,21,19,ILLINOI,200,0,1,RAILSBACK,0.103,-0.446,-111.84617,359,52,0.732
90,10517,21,20,ILLINOI,200,0,1,FINDLEY,0.246,-0.525,-150.9481,356,70,0.654
90,3769,21,21,ILLINOI,100,0,1,GRAY,-0.364,0.45,-62.52681,310,20,0.817
90,8814,21,22,ILLINOI,200,0,1,SPRINGER,0.185,-0.186,-109.55161,368,51,0.743
90,8474,21,23,ILLINOI,100,0,1,SHIPLEY,-0.284,0.515,-123.34474,346,67,0.7
90,7610,21,24,ILLINOI,100,0,1,PRICE  M.,-0.429,0.346,-53.07004,382,16,0.87
90,5900,22,1,INDIANA,100,0,1,MADDEN,-0.422,0.03,-39.38611,326,14,0.886
90,3963,22,2,INDIANA,200,0,1,HALLECK,0.272,-0.288,-87.00949,257,46,0.713
90,948,22,3,INDIANA,100,0,1,BRADEMAS,-0.462,-0.061,-48.50834,340,23,0.867
90,18,22,4,INDIANA,200,0,1,ADAIR,0.267,-0.002,-90.76073,332,33,0.761
90,8084,22,5,INDIANA,100,0,1,ROUSH,-0.233,0.158,-94.40079,333,39,0.753
90,986,22,6,INDIANA,200,0,1,BRAY,0.235,0.109,-109.74731,351,48,0.731
90,11036,22,7,INDIANA,200,0,1,MYERS,0.236,0.254,-127.12362,371,56,0.71
90,11059,22,8,INDIANA,200,0,1,ZION,0.285,0.138,-104.62117,367,45,0.752
90,10732,22,9,INDIANA,100,0,1,HAMILTON,-0.171,-0.053,-98.0937,377,48,0.771
90,10552,22,10,INDIANA,200,0,1,ROUDEBUSH,0.315,0.114,-81.70615,308,33,0.767
90,10742,22,11,INDIANA,100,0,1,JACOBS,-0.07,-0.846,-127.0738,316,52,0.669
90,8288,31,1,IOWA,200,0,1,SCHWENGEL,0.173,-0.533,-131.96319,367,53,0.698
90,10715,31,2,IOWA,100,0,1,CULVER,-0.41,-0.259,-92.12484,338,33,0.761
90,3853,31,3,IOWA,200,0,1,GROSS,0.955,0.298,-69.02907,372,24,0.831
90,5385,31,4,IOWA,200,0,1,KYL,0.316,-0.022,-147.30398,360,65,0.664
90,8672,31,5,IOWA,100,0,1,SMITH  N.,-0.313,0.174,-85.47685,355,32,0.786
90,11032,31,6,IOWA,200,0,1,MAYNE,0.307,-0.303,-146.08118,359,65,0.666
90,11047,31,7,IOWA,200,0,1,SCHERLE,0.362,0.398,-119.49381,378,56,0.729
90,10513,32,1,KANSAS,200,0,1,DOLE,0.322,-0.279,-98.96818,354,43,0.756
90,10758,32,2,KANSAS,200,0,1,MIZE,0.174,0.021,-111.83002,355,50,0.73
90,11057,32,3,KANSAS,200,0,1,WINN,0.247,-0.033,-113.39984,377,43,0.74
90,10559,32,4,KANSAS,200,0,1,SHRIVER,0.175,-0.06,-108.49341,376,52,0.749
90,10625,32,5,KANSAS,200,0,1,SKUBITZ,0.189,0.08,-110.7059,360,42,0.735
90,9056,51,1,KENTUCK,100,0,1,STUBBLEFIEL,-0.247,0.779,-81.49866,335,29,0.784
90,6845,51,2,KENTUCK,100,0,1,NATCHER,-0.288,0.575,-100.95291,390,47,0.772
90,11010,51,3,KENTUCK,200,0,1,COWGER,0.2,-0.16,-109.83739,291,50,0.686
90,10626,51,4,KENTUCK,200,0,1,SNYDER,0.26,0.298,-91.79997,351,42,0.77
90,10710,51,5,KENTUCK,200,0,1,CARTER,0.08,0.147,-128.56452,341,61,0.686
90,9882,51,6,KENTUCK,100,0,1,WATTS,-0.206,0.648,-79.10692,300,27,0.768
90,7343,51,7,KENTUCK,100,0,1,PERKINS,-0.343,0.332,-72.06865,390,31,0.831
90,4275,45,1,LOUISIA,100,0,1,HEBERT,-0.079,0.834,-93.22214,259,44,0.698
90,824,45,2,LOUISIA,100,0,1,BOGGS,-0.348,0.589,-64.52136,341,17,0.828
90,10201,45,3,LOUISIA,100,0,1,WILLIS,-0.2,0.98,-58.5328,201,27,0.747
90,10567,45,4,LOUISIA,100,0,1,WAGGONNER,0.015,1,-95.28985,345,45,0.759
90,7228,45,5,LOUISIA,100,0,1,PASSMAN,-0.056,0.952,-117.262,345,49,0.712
90,11042,45,6,LOUISIA,100,0,1,RARICK,0.333,0.943,-63.10034,294,29,0.807
90,10787,45,7,LOUISIA,100,0,1,EDWARDS,-0.232,0.924,-85.61769,317,36,0.763
90,10746,45,8,LOUISIA,100,0,1,LONG  S.,-0.025,1,-92.89877,274,47,0.712
90,11027,2,1,MAINE,100,0,1,KYROS,-0.36,0.016,-63.19999,372,26,0.844
90,10736,2,2,MAINE,100,0,1,HATHAWAY,-0.465,-0.04,-60.14879,372,24,0.851
90,10610,52,1,MARYLAN,200,0,1,MORTON,0.213,-0.315,-135.37266,344,64,0.675
90,10601,52,2,MARYLAN,100,0,1,LONG  C.,-0.274,0.098,-138.26102,364,58,0.684
90,3480,52,3,MARYLAN,100,0,1,GARMATZ,-0.307,0.222,-71.44542,347,27,0.814
90,3054,52,4,MARYLAN,100,0,1,FALLON,-0.171,0.063,-76.31848,312,25,0.783
90,10752,52,5,MARYLAN,100,0,1,MACHEN,-0.327,0.34,-78.09141,374,33,0.812
90,10535,52,6,MARYLAN,200,0,1,MATHIAS  C.,-0.033,-0.999,-95.0533,283,38,0.715
90,3374,52,7,MARYLAN,100,0,1,FRIEDEL,-0.368,0.041,-48.67563,364,18,0.875
90,11019,52,8,MARYLAN,200,0,1,GUDE,-0.028,-0.88,-128.41064,370,54,0.707
90,2009,3,1,MASSACH,200,0,1,CONTE,-0.023,-0.683,-122.82294,358,56,0.71
90,830,3,2,MASSACH,100,0,1,BOLAND,-0.306,-0.104,-46.53585,337,11,0.871
90,7408,3,3,MASSACH,100,0,1,PHILBIN,-0.238,-0.079,-59.24182,346,17,0.843
90,2660,3,4,MASSACH,100,0,1,DONOHUE,-0.296,-0.098,-47.01579,339,15,0.87
90,10538,3,5,MASSACH,200,0,1,MORSE,0.043,-0.999,-90.52714,322,36,0.755
90,518,3,6,MASSACH,200,0,1,BATES,0.196,-0.478,-86.01983,365,29,0.79
90,5873,3,7,MASSACH,100,0,1,MACDONALD,-0.308,-0.091,-82.05979,285,28,0.75
90,7081,3,8,MASSACH,100,0,1,O'NEILL,-0.402,0.058,-62.74903,348,26,0.835
90,11021,3,10,MASSACH,200,0,1,HECKLER,-0.007,-0.682,-92.65832,327,48,0.753
90,1265,3,11,MASSACH,100,0,1,BURKE  J.,-0.4,0.152,-80.07072,390,25,0.814
90,5131,3,12,MASSACH,200,0,1,KEITH,0.148,-0.41,-91.37069,360,39,0.776
90,10713,23,1,MICHIGA,100,0,1,CONYERS,-0.66,-0.465,-72.74214,252,25,0.749
90,11015,23,2,MICHIGA,200,0,1,ESCH,0.134,-0.529,-95.39688,356,42,0.765
90,11006,23,3,MICHIGA,200,0,1,BROWN  G.E.,0.302,-0.477,-143.82028,363,69,0.673
90,10597,23,4,MICHIGA,200,0,1,HUTCHINSON,0.444,-0.036,-102.01788,386,50,0.768
90,3268,23,5,MICHIGA,200,0,1,FORD  G.,0.281,-0.433,-101.95627,343,51,0.743
90,1620,23,6,MICHIGA,200,0,1,CHAMBERLAIN,0.247,-0.191,-103.14821,374,44,0.759
90,91043,23,7,MICHIGA,200,0,1,RIEGLE,-0.075,-0.73,-206.6033,377,96,0.578
90,10526,23,8,MICHIGA,200,0,1,HARVEY,0.2,-0.414,-114.72483,348,54,0.719
90,10794,23,9,MICHIGA,200,0,1,VANDER JAGT,0.247,-0.226,-146.98546,349,59,0.656
90,1610,23,10,MICHIGA,200,0,1,CEDERBERG,0.27,-0.144,-96.79188,354,38,0.761
90,11045,23,11,MICHIGA,200,0,1,RUPPE,0.169,-0.42,-123.02631,328,73,0.687
90,7043,23,12,MICHIGA,100,0,1,O'HARA  J.,-0.45,0.127,-46.29014,340,14,0.873
90,2594,23,13,MICHIGA,100,0,1,DIGGS,-0.539,-0.088,-34.14018,234,13,0.864
90,10540,23,14,MICHIGA,100,0,1,NEDZI,-0.427,0.002,-70.67426,358,29,0.821
90,10727,23,15,MICHIGA,100,0,1,FORD  W.,-0.516,0.098,-57.5157,331,29,0.84
90,2605,23,16,MICHIGA,100,0,1,DINGELL,-0.448,0.313,-112.36305,351,48,0.726
90,3830,23,17,MICHIGA,100,0,1,GRIFFITHS,-0.344,0.138,-78.2918,332,35,0.79
90,1087,23,18,MICHIGA,200,0,1,BROOMFIELD,0.227,-0.309,-114.03267,290,58,0.675
90,11030,23,19,MICHIGA,200,0,1,MCDONALD,0.157,-0.285,-102.16424,363,47,0.755
90,7671,33,1,MINNESO,200,0,1,QUIE,0.189,-0.386,-98.68386,365,40,0.763
90,6860,33,2,MINNESO,200,0,1,NELSEN,0.268,-0.234,-98.70117,331,51,0.742
90,10533,33,3,MINNESO,200,0,1,MACGREGOR,0.272,-0.639,-111.51457,352,45,0.728
90,5098,33,4,MINNESO,100,0,1,KARTH,-0.386,-0.025,-67.90957,339,31,0.818
90,10585,33,5,MINNESO,100,0,1,FRASER,-0.469,-0.466,-70.24102,342,27,0.814
90,11060,33,6,MINNESO,200,0,1,ZWACH,0.179,-0.254,-148.23889,370,74,0.67
90,5451,33,7,MINNESO,200,0,1,LANGEN,0.298,-0.003,-113.67553,374,59,0.738
90,789,33,8,MINNESO,100,0,1,BLATNIK,-0.48,0.127,-49.86226,330,18,0.86
90,13,46,1,MISSISS,100,0,1,ABERNETHY,0.052,0.999,-85.95928,366,38,0.791
90,10075,46,2,MISSISS,100,0,1,WHITTEN,-0.161,0.987,-126.28255,363,60,0.706
90,10162,46,3,MISSISS,100,1,1,WILLIAMS  J,0.127,0.992,-9.41101,70,3,0.874
90,11065,46,3,MISSISS,100,2,2,GRIFFIN,-0.066,0.998,-50.16452,165,23,0.738
90,11035,46,4,MISSISS,100,0,1,MONTGOMERY,0.017,1,-110.08997,376,52,0.746
90,1952,46,5,MISSISS,100,0,1,COLMER,0.052,0.999,-99.61537,355,43,0.755
90,5097,34,1,MISSOUR,100,0,1,KARSTEN,-0.489,0.018,-31.49329,250,9,0.882
90,2275,34,2,MISSOUR,200,0,1,CURTIS,0.515,-0.69,-145.64339,327,74,0.641
90,9072,34,3,MISSOUR,100,0,1,SULLIVAN,-0.386,0.299,-93.32772,345,33,0.763
90,7717,34,4,MISSOUR,100,0,1,RANDALL,-0.184,0.568,-180.59241,378,92,0.62
90,835,34,5,MISSOUR,100,0,1,BOLLING,-0.504,0.171,-74.01502,306,30,0.785
90,4724,34,6,MISSOUR,100,0,1,HULL,-0.112,0.766,-108.25586,342,48,0.729
90,10523,34,7,MISSOUR,200,0,1,HALL,0.796,0.317,-73.94215,373,25,0.82
90,10528,34,8,MISSOUR,100,0,1,ICHORD,0.001,0.707,-147.20492,342,68,0.65
90,10740,34,9,MISSOUR,100,0,1,HUNGATE,-0.332,0.433,-174.88428,336,78,0.594
90,5056,34,10,MISSOUR,100,0,1,JONES  P.,-0.128,0.861,-115.48381,252,50,0.632
90,10543,64,1,MONTANA,100,0,1,OLSEN,-0.497,0.432,-76.65742,311,35,0.782
90,10503,64,2,MONTANA,200,0,1,BATTIN,0.235,0.138,-92.11476,345,34,0.766
90,11012,35,1,NEBRASK,200,0,1,DENNEY,0.364,-0.008,-104.25097,365,43,0.752
90,2255,35,2,NEBRASK,200,0,1,CUNNINGHAM,0.215,-0.07,-106.8004,333,54,0.726
90,10534,35,3,NEBRASK,200,0,1,MARTIN,0.33,0.245,-89.86282,334,40,0.764
90,433,65,1,NEVADA,100,0,1,BARING,-0.056,0.534,-167.70626,320,91,0.592
90,10639,4,1,NEW HAM,200,0,1,WYMAN,0.236,-0.058,-132.13274,382,68,0.708
90,10581,4,2,NEW HAM,200,0,1,CLEVELAND,0.218,-0.343,-131.53067,365,69,0.697
90,11022,12,1,NEW JER,200,0,1,HUNT,0.272,0.046,-103.68611,378,46,0.76
90,11046,12,2,NEW JER,200,0,1,SANDMAN,0.139,-0.041,-121.93905,337,57,0.696
90,10739,12,3,NEW JER,100,0,1,HOWARD,-0.431,-0.018,-51.0275,331,24,0.857
90,9322,12,4,NEW JER,100,0,1,THOMPSON  F,-0.511,-0.165,-49.0669,305,14,0.851
90,3364,12,5,NEW JER,200,0,1,FRELINGHUYS,0.172,-0.506,-113.65791,327,47,0.706
90,1393,12,6,NEW JER,200,0,1,CAHILL,0.09,-0.727,-109.95897,347,48,0.728
90,10091,12,7,NEW JER,200,0,1,WIDNALL,0.125,-0.45,-92.48057,352,42,0.769
90,10529,12,8,NEW JER,100,0,1,JOELSON,-0.298,-0.267,-92.48452,383,42,0.785
90,10737,12,9,NEW JER,100,0,1,HELSTOSKI,-0.484,-0.348,-48.46777,344,20,0.869
90,8010,12,10,NEW JER,100,0,1,RODINO,-0.435,-0.224,-60.86154,376,26,0.851
90,10609,12,11,NEW JER,100,0,1,MINISH,-0.299,-0.098,-71.37955,373,33,0.826
90,2804,12,12,NEW JER,200,0,1,DWYER,0.071,-0.657,-96.90675,340,41,0.752
90,3433,12,13,NEW JER,100,0,1,GALLAGHER,-0.44,-0.095,-30.5233,296,10,0.902
90,2329,12,14,NEW JER,100,0,1,DANIELS,-0.386,0.1,-60.96808,374,21,0.85
90,10613,12,15,NEW JER,100,0,1,PATTEN,-0.424,0.243,-74.03442,389,27,0.827
90,6717,66,98,NEW MEX,100,0,1,MORRIS,-0.227,0.614,-112.58385,362,42,0.733
90,10780,66,98,NEW MEX,100,0,1,WALKER,-0.211,0.66,-123.27221,345,55,0.7
90,10545,13,1,NEW YOR,100,0,1,PIKE,-0.162,-0.125,-169.13487,375,71,0.637
90,10592,13,2,NEW YOR,200,0,1,GROVER,0.25,-0.276,-134.74549,367,73,0.693
90,10784,13,3,NEW YOR,100,0,1,WOLFF,-0.264,-0.293,-138.77903,352,54,0.674
90,10638,13,4,NEW YOR,200,0,1,WYDLER,0.277,-0.592,-127.1335,326,56,0.677
90,10775,13,5,NEW YOR,100,0,1,TENZER,-0.396,-0.171,-47.57371,315,17,0.86
90,3967,13,6,NEW YOR,200,0,1,HALPERN,-0.094,-0.755,-88.12557,334,39,0.768
90,10500,13,7,NEW YOR,100,0,1,ADDABBO,-0.402,-0.084,-74.23148,364,30,0.816
90,10551,13,8,NEW YOR,100,0,1,ROSENTHAL,-0.562,-0.491,-46.22257,353,23,0.877
90,2476,13,9,NEW YOR,100,0,1,DELANEY,-0.303,0.199,-97.37782,368,43,0.768
90,1611,13,10,NEW YOR,100,0,1,CELLER,-0.457,-0.237,-34.75886,274,17,0.881
90,11004,13,11,NEW YOR,100,0,1,BRASCO,-0.423,-0.151,-56.39218,351,27,0.852
90,5148,13,12,NEW YOR,100,0,1,KELLY,-0.357,-0.022,-71.89348,346,32,0.812
90,6792,13,13,NEW YOR,100,1,1,MULTER,-0.558,-0.021,-18.27014,155,8,0.889
90,11064,13,13,NEW YOR,100,2,2,PODELL,-0.469,-0.215,-21.47436,133,9,0.851
90,8049,13,14,NEW YOR,100,0,1,ROONEY  J.,-0.384,0.161,-53.32005,355,16,0.861
90,10508,13,15,NEW YOR,100,0,1,CAREY,-0.351,-0.271,-75.88693,325,33,0.792
90,10611,13,16,NEW YOR,100,0,1,MURPHY  J.,-0.406,0.386,-40.81105,307,8,0.876
90,10789,13,17,NEW YOR,200,0,1,KUPFERMAN,-0.07,-0.998,-107.14788,319,54,0.715
90,3056,13,19,NEW YOR,100,0,1,FARBSTEIN,-0.559,-0.446,-58.60783,334,26,0.839
90,10555,13,20,NEW YOR,100,0,1,RYAN,-0.619,-0.785,-61.55961,366,27,0.845
90,10768,13,21,NEW YOR,100,0,1,SCHEUER,-0.478,-0.349,-82.34572,333,42,0.781
90,3575,13,22,NEW YOR,100,0,1,GILBERT,-0.486,-0.4,-47.54152,352,19,0.874
90,10705,13,23,NEW YOR,100,0,1,BINGHAM,-0.509,-0.488,-64.20028,345,29,0.83
90,3158,13,24,NEW YOR,200,0,1,FINO,0.048,-0.363,-162.47981,278,67,0.557
